CAP;CODICE;DATA_FINE;DESCR_D;DESCR_I;SIGLA;COM_CODICE
;G857;31/12/1989;;Pontesesto;MI;015849
15027;G858;;Pontestura;Pontestura;AL;006133
25026;G859;;Pontevico;Pontevico;BS;017149
11024;G860;;Pontey;Pontey;AO;007051
15010;G861;;Ponti;Ponti;AL;006134
46040;G862;;Ponti Sul Mincio;Ponti Sul Mincio;MN;020044
;G863;31/12/1989;;Ponticelli;NA;063705
24030;G864;;Pontida;Pontida;BG;016171
04014;G865;;Pontinia;Pontinia;LT;059017
17042;G866;;Pontinvrea;Pontinvrea;SV;009051
24040;G867;;Pontirolo Nuovo;Pontirolo Nuovo;BG;016172
;G868;31/12/1989;;Pontirolo Capredoni;CR;019787
25037;G869;;Pontoglio;Pontoglio;BS;017150
54027;G870;;Pontremoli;Pontremoli;MS;045014
04027;G871;;Ponza;Ponza;LT;059018
15020;G872;;Ponzano Monferrato;Ponzano Monferrato;AL;006135
63845;G873;;Ponzano di Fermo;Ponzano di Fermo;FM;109032
00060;G874;;Ponzano Romano;Ponzano Romano;RM;058080
31050;G875;;Ponzano Veneto;Ponzano Veneto;TV;026059
;G876;31/12/1989;;Ponzate;CO;013821
15010;G877;;Ponzone;Ponzone;AL;006136
65026;G878;;Popoli Terme;Popoli Terme;PE;068033
52014;G879;;Poppi;Poppi;AR;051031
;G880;31/12/1989;;Por;TN;022816
05010;G881;;Porano;Porano;TR;055028
55016;G882;;Porcari;Porcari;LU;046026
;G883;31/12/1989;;Porchia;AP;044711
;G884;31/12/1989;;Porchiano del Monte;TR;055704
;G885;31/12/1989;;Porchiano Dell'Ascensione;AP;044712
33080;G886;;Porcia;Porcia;PN;093032
84070;G887;;Stella Cilento;Stella Cilento;SA;065144
33170;G888;;Pordenone;Pordenone;PN;093033
22018;G889;;Porlezza;Porlezza;CO;013189
18024;G890;;Pornassio;Pornassio;IM;008046
33050;G891;;Porpetto;Porpetto;UD;030077
;G892;31/12/1989;;Porta al Borgo;FI;048705
;G893;31/12/1989;;Porta Carratica;FI;048706
14037;G894;;Portacomaro;Portacomaro;AT;005087
27040;G895;;Portalbera;Portalbera;PV;018118
;G896;31/12/1989;;Porta Lucchese;FI;048707
;G897;31/12/1989;;Porta Ombriano;CR;019788
;G899;31/12/1989;;Porta San Marco;FI;048708
10060;G900;;Porte;Porte;TO;001200
;G901;31/12/1989;;Portese;BS;017773
80055;G902;;Portici;Portici;NA;063059
81050;G903;;Portico di Caserta;Portico di Caserta;CE;061062
47010;G904;;Portico E San Benedetto;Portico E San Benedetto;FC;040031
89040;G905;;Portigliola;Portigliola;RC;080062
21050;G906;;Porto Ceresio;Porto Ceresio;VA;012113
21010;G907;;Porto Valtravaglia;Porto Valtravaglia;VA;012114
;G908;31/12/1989;;Porto d'Adda;MI;015850
31040;G909;;Portobuffol�;Portobuffol�;TV;026060
86045;G910;;Portocannone;Portocannone;CB;070055
;G911;31/12/1989;;Porto Civitanova;MC;043700
57037;G912;;Portoferraio;Portoferraio;LI;049014
16034;G913;;Portofino;Portofino;GE;010044
30026;G914;;Portogruaro;Portogruaro;VE;027029
;G915;31/12/1989;;Portole;PL;702732
44015;G916;;Portomaggiore;Portomaggiore;FE;038019
46047;G917;;Porto Mantovano;Porto Mantovano;MN;020045
;G918;31/12/1989;;Porto Maurizio;IM;008730
62017;G919;;Porto Recanati;Porto Recanati;MC;043042
63822;G920;;Porto San Giorgio;Porto San Giorgio;FM;109033
63821;G921;;Porto Sant'Elpidio;Porto Sant'Elpidio;FM;109034
;G922;;Portoscuso;Portoscuso;SU;111057
45018;G923;;Porto Tolle;Porto Tolle;RO;029039
07046;G924;;Porto Torres;Porto Torres;SS;090058
19025;G925;;Portovenere;Portovenere;SP;011022
45014;G926;;Porto Viro;Porto Viro;RO;029052
13833;G927;;Portula;Portula;BI;096048
;G928;31/12/1989;;Porzano;BS;017774
08020;G929;;Posada;Posada;NU;091073
;G930;31/12/1989;;Poscante;BG;016753
36010;G931;;Posina;Posina;VI;024080
84017;G932;;Positano;Positano;SA;065100
31054;G933;;Possagno;Possagno;TV;026061
02019;G934;;Posta;Posta;RI;057057
03030;G935;;Posta Fibreno;Posta Fibreno;FR;060057
39014;G936;;Burgstall;Postal;BZ;021066
23010;G937;;Postalesio;Postalesio;SO;014053
;G938;31/12/1989;;Posticciola;PG;054718
84026;G939;;Postiglione;Postiglione;SA;065101
13010;G940;;Postua;Postua;VC;002102
;G941;31/12/1989;;Postumia Grotte;TS;032708
85100;G942;;Potenza;Potenza;PZ;076063
36020;G943;;Pove del Grappa;Pove del Grappa;VI;024081
31050;G944;;Povegliano;Povegliano;TV;026062
37064;G945;;Povegliano Veronese;Povegliano Veronese;VR;023060
;G946;31/12/1989;;Poverio;TS;032728
42028;G947;;Poviglio;Poviglio;RE;035029
;G948;31/12/1989;;Povo;TN;022817
33040;G949;;Povoletto;Povoletto;UD;030078
38036;G950;31/12/2017;Pozza di Fassa;Pozza di Fassa;TN;022145
02030;G951;;Pozzaglia Sabina;Pozzaglia Sabina;RI;057058
;G952;31/12/1989;;Pozzaglio;CR;019789
97016;G953;;Pozzallo;Pozzallo;RG;088008
86077;G954;;Pozzilli;Pozzilli;IS;094038
20060;G955;;Pozzo d'Adda;Pozzo d'Adda;MI;015177
;G956;31/12/1989;;Pozzo Alto;PU;041718
36050;G957;;Pozzoleone;Pozzoleone;VI;024082
;G958;31/12/1989;;Pozzo Baronzio;CR;019790
25010;G959;;Pozzolengo;Pozzolengo;BS;017151
15050;G960;;Pozzol Groppo;Pozzol Groppo;AL;006137
15068;G961;;Pozzolo Formigaro;Pozzolo Formigaro;AL;006138
07018;G962;;Pozzomaggiore;Pozzomaggiore;SS;090059
35020;G963;;Pozzonovo;Pozzonovo;PD;028070
80078;G964;;Pozzuoli;Pozzuoli;NA;063060
20060;G965;;Pozzuolo Martesana;Pozzuolo Martesana;MI;015178
33050;G966;;Pozzuolo del Friuli;Pozzuolo del Friuli;UD;030079
;G967;31/12/1989;;Pra;GE;010723
24020;G968;;Pradalunga;Pradalunga;BG;016173
33040;G969;;Pradamano;Pradamano;UD;030080
12027;G970;;Pradleves;Pradleves;CN;004173
;G971;31/12/1989;;Prado;PV;018758
40037;G972;;Sasso Marconi;Sasso Marconi;BO;037057
10060;G973;;Pragelato;Pragelato;TO;001201
13867;G974;;Pray;Pray;BI;096050
87028;G975;;Praia A Mare;Praia A Mare;CS;078101
84010;G976;;Praiano;Praiano;SA;065102
25020;G977;;Pralboino;Pralboino;BS;017152
10060;G978;;Prali;Prali;TO;001202
10040;G979;;Pralormo;Pralormo;TO;001203
13899;G980;;Pralungo;Pralungo;BI;096049
30020;G981;;Pramaggiore;Pramaggiore;VE;027030
10065;G982;;Pramollo;Pramollo;TO;001204
;G983;31/12/1989;;Prandaglio;BS;017775
;G984;31/12/1989;;Pranzo;TN;022818
13012;G985;;Prarolo;Prarolo;VC;002104
10060;G986;;Prarostino;Prarostino;TO;001205
15010;G987;;Prasco;Prasco;AL;006139
10080;G988;;Prascorsano;Prascorsano;TO;001206
38080;G989;31/12/2014;Praso;Praso;TN;022146
83030;G990;;Prata di Principato Ultra;Prata di Principato Ultra;AV;064074
81010;G991;;Prata Sannita;Prata Sannita;CE;061063
67020;G992;;Prata d'Ansidonia;Prata d'Ansidonia;AQ;066074
23020;G993;;Prata Camportaccio;Prata Camportaccio;SO;014054
33080;G994;;Prata di Pordenone;Prata di Pordenone;PN;093034
81010;G995;;Pratella;Pratella;CE;061064
;G996;31/12/1989;Wiesen;Prati;BZ;021764
10080;G997;;Pratiglione;Pratiglione;TO;001207
;G998;31/12/1989;;Prato Muzio;CR;019791
59100;G999;;Prato;Prato;PO;100005
28077;H001;;Prato Sesia;Prato Sesia;NO;003122
33020;H002;;Prato Carnico;Prato Carnico;UD;030081
;H003;31/12/1989;Winnebach;Prato alla Drava;BZ;021765
39026;H004;;Prad am Stilfser Joch;Prato allo Stelvio;BZ;021067
83039;H006;;Pratola Serra;Pratola Serra;AV;064075
67035;H007;;Pratola Peligna;Pratola Peligna;AQ;066075
52015;H008;30/06/2014;Pratovecchio;Pratovecchio;AR;051032
;H009;31/12/1989;;Pratovecchio-Stia;AR;051701
33076;H010;;Pravisdomini;Pravisdomini;PN;093035
12028;H011;;Prazzo;Prazzo;CN;004174
;H012;31/12/1989;;Pre';TN;022819
89030;H013;;Samo;Samo;RC;080070
33050;H014;;Precenicco;Precenicco;UD;030082
06047;H015;;Preci;Preci;PG;054043
;H016;31/12/1989;;Precotto;MI;015851
47016;H017;;Predappio;Predappio;FC;040032
38037;H018;;Predazzo;Predazzo;TN;022147
39030;H019;;Prettau;Predoi;BZ;021068
24060;H020;;Predore;Predore;BG;016174
15077;H021;;Predosa;Predosa;AL;006140
31022;H022;;Preganziol;Preganziol;TV;026063
;H023;31/12/1989;;Pregasina;TN;022820
;H024;31/12/1989;;Preghena;TN;022821
;H025;31/12/1989;;Preglia;NO;003778
20010;H026;;Pregnana Milanese;Pregnana Milanese;MI;015179
18020;H027;;Prel�;Prel�;IM;008047
23834;H028;;Premana;Premana;LC;097069
33040;H029;;Premariacco;Premariacco;UD;030083
28818;H030;;Premeno;Premeno;VB;103055
;H031;31/12/1989;;Premenugo;MI;015852
;H032;31/12/1989;;Premezzo;MI;015853
28866;H033;;Premia;Premia;VB;103056
47010;H034;;Premilcuore;Premilcuore;FC;040033
;H035;31/12/1989;;Premione;TN;022822
24020;H036;;Premolo;Premolo;BG;016175
28803;H037;;Premosello-Chiovenda;Premosello-Chiovenda;VB;103057
33020;H038;;Preone;Preone;UD;030084
38070;H039;31/12/2015;Preore;Preore;TN;022148
33040;H040;;Prepotto;Prepotto;UD;030085
;H041;31/12/1989;;Prequartera;NO;003779
11010;H042;;Pr�-Saint-Didier;Pr�-Saint-Didier;AO;007053
25070;H043;;Preseglie;Preseglie;BS;017153
;H044;31/12/1989;;Presegno;BS;017776
81050;H045;;Presenzano;Presenzano;CE;061065
24030;H046;;Presezzo;Presezzo;BG;016176
73054;H047;14/05/2019;Presicce;Presicce;LE;075062
37040;H048;;Pressana;Pressana;VR;023061
;H049;31/12/1989;;Presson;TN;022823
25040;H050;22/04/2016;Prestine;Prestine;BS;017154
;H051;31/12/1989;;Prestinone;NO;003780
66010;H052;;Pretoro;Pretoro;CH;069069
;H053;31/12/1989;;Preturo;AQ;066705
;H054;31/12/1989;;Prevacina;GO;031785
25080;H055;;Prevalle;Prevalle;BS;017155
67030;H056;;Prezza;Prezza;AQ;066076
38085;H057;31/12/2015;Prezzo;Prezzo;TN;022149
;H058;31/12/1989;;Priacco;TO;001740
12070;H059;;Priero;Priero;CN;004175
;H060;31/12/1989;;Priero-Montezemolo;CN;004713
41048;H061;;Prignano Sulla Secchia;Prignano Sulla Secchia;MO;036033
84060;H062;;Prignano Cilento;Prignano Cilento;SA;065103
23819;H063;;Primaluna;Primaluna;LC;097070
;H064;31/12/1989;;Primano;FU;701712
;H065;31/12/1989;;Primeglio Schierano;AL;006724
;H066;31/12/1989;;Primiero;TN;022824
;H067;31/12/1989;;Prio';TN;022825
12040;H068;;Priocca;Priocca;CN;004176
12070;H069;;Priola;Priola;CN;004177
90038;H070;;Prizzi;Prizzi;PA;082060
01020;H071;;Proceno;Proceno;VT;056044
80079;H072;;Procida;Procida;NA;063061
16027;H073;;Propata;Propata;GE;010045
22030;H074;;Proserpio;Proserpio;CO;013192
;H075;31/12/1989;;Prospiano;MI;015854
04010;H076;;Prossedi;Prossedi;LT;059020
25070;H077;;Provaglio Val Sabbia;Provaglio Val Sabbia;BS;017157
25050;H078;;Provaglio d'Iseo;Provaglio d'Iseo;BS;017156
;H079;31/12/1989;;Provaglio Sopra;BS;017777
;H080;31/12/1989;;Provaglio Sotto;BS;017778
39040;H081;;Proveis;Proves;BZ;021069
;H082;31/12/1989;;Provezze;BS;017779
86040;H083;;Provvidenti;Provvidenti;CB;070056
;H084;31/12/1989;;Prun;VR;023713
12077;H085;;Prunetto;Prunetto;CN;004178
25080;H086;;Puegnago Del Garda;Puegnago Del Garda;BS;017158
82030;H087;;Puglianello;Puglianello;BN;062055
09010;H088;;Pula;Pula;CA;092050
33046;H089;;Pulfero;Pulfero;UD;030086
74026;H090;;Pulsano;Pulsano;TA;073022
24050;H091;;Pumenengo;Pumenengo;BG;016177
32015;H092;22/02/2016;Puos d'Alpago;Puos d'Alpago;BL;025041
;H093;31/12/1989;;Puria;CO;013822
22030;H094;;Pusiano;Pusiano;CO;013193
07040;H095;;Putifigari;Putifigari;SS;090060
70017;H096;;Putignano;Putignano;BA;072036
83020;H097;;Quadrelle;Quadrelle;AV;064076
66040;H098;;Quadri;Quadri;CH;069070
;H099;31/12/1989;;Quaglietta;AV;064703
10010;H100;;Quagliuzzo;Quagliuzzo;TO;001208
80019;H101;;Qualiano;Qualiano;NA;063062
14040;H102;;Quaranti;Quaranti;AT;005088
13854;H103;31/12/2018;Quaregna;Quaregna;BI;096051
15044;H104;;Quargnento;Quargnento;AL;006141
;H105;31/12/1989;;Quarna;NO;003781
28898;H106;;Quarna Sopra;Quarna Sopra;VB;103058
28896;H107;;Quarna Sotto;Quarna Sotto;VB;103059
13017;H108;;Quarona;Quarona;VC;002107
51039;H109;;Quarrata;Quarrata;PT;047017
11020;H110;;Quart;Quart;AO;007054
;H111;31/12/1989;;Quarti;AL;006725
;H112;31/12/1989;;Quartiano;MI;015855
;H113;31/12/1989;;Quarto Astese;AL;006726
80010;H114;;Quarto;Quarto;NA;063063
;H115;31/12/1989;;Quarto dei Mille;GE;010724
;H116;31/12/1989;;Quarto Cagnino;MI;015856
30020;H117;;Quarto d'Altino;Quarto d'Altino;VE;027031
09045;H118;;Quartu Sant'Elena;Quartu Sant'Elena;CA;092051
09044;H119;;Quartucciu;Quartucciu;CA;092105
10010;H120;;Quassolo;Quassolo;TO;001209
15028;H121;;Quattordio;Quattordio;AL;006142
42020;H122;;Quattro Castella;Quattro Castella;RE;035030
46030;H123;30/06/2014;Virgilio;Virgilio;MN;020069
32030;H124;30/06/2014;Quero;Quero;BL;025042
;H125;31/12/1989;;Quetta;TN;022826
17047;H126;;Quiliano;Quiliano;SV;009052
10010;H127;;Quincinetto;Quincinetto;TO;001210
83020;H128;;Quindici;Quindici;AV;064077
46020;H129;;Quingentole;Quingentole;MN;020046
26017;H130;;Quintano;Quintano;CR;019078
31055;H131;;Quinto di Treviso;Quinto di Treviso;TV;026064
13030;H132;;Quinto Vercellese;Quinto Vercellese;VC;002108
;H133;31/12/1989;;Quinto di Valpantena;VR;023714
36050;H134;;Quinto Vicentino;Quinto Vicentino;VI;024083
;H135;31/12/1989;;Quinto al Mare;GE;010725
;H136;31/12/1989;;Quintodecimo;AP;044713
;H137;31/12/1989;;Quinto Romano;MI;015857
;H138;31/12/1989;;Quintosole;MI;015858
;H139;31/12/1989;;Quinzanello;BS;017780
25027;H140;;Quinzano d'Oglio;Quinzano d'Oglio;BS;017159
;H141;31/12/1989;;Quinzano San Pietro;MI;015859
;H142;31/12/1989;;Quinzano Veronese;VR;023715
46026;H143;;Quistello;Quistello;MN;020047
;H144;31/12/1989;;Quistro;CR;019792
13812;H145;20/01/2016;Quittengo;Quittengo;BI;096052
38020;H146;;Rabbi;Rabbi;TN;022150
73055;H147;;Racale;Racale;LE;075063
92020;H148;;Racalmuto;Racalmuto;AG;084029
;H149;31/12/1989;;Raccolana;UD;030714
12035;H150;;Racconigi;Racconigi;CN;004179
98067;H151;;Raccuja;Raccuja;ME;083069
39040;H152;;Ratschings;Racines;BZ;021070
53017;H153;;Radda in Chianti;Radda in Chianti;SI;052023
95040;H154;;Raddusa;Raddusa;CT;087036
;H155;31/12/1989;;Radicena;RC;080712
53040;H156;;Radicofani;Radicofani;SI;052024
53030;H157;;Radicondoli;Radicondoli;SI;052025
;H158;31/12/1989;;Raffa;BS;017781
92015;H159;;Raffadali;Raffadali;AG;084030
;H160;31/12/1989;;Raggiolo;AR;051702
33030;H161;;Ragogna;Ragogna;UD;030087
38070;H162;31/12/2015;Ragoli;Ragoli;TN;022151
97100;H163;;Ragusa;Ragusa;RG;088009
;H164;31/12/1989;;Ragusa Ibla;RG;088700
81010;H165;;Ruviano;Ruviano;CE;061073
67027;H166;;Raiano;Raiano;AQ;066077
;H167;31/12/1989;Reischach;Riscone;BZ;021773
95040;H168;;Ramacca;Ramacca;CT;087037
;H169;31/12/1989;;Ramo di Palo;RO;029710
;H170;31/12/1989;;Ramponio;CO;013823
22020;H171;08/01/2017;Ramponio Verna;Ramponio Verna;CO;013194
;H172;31/12/1989;;Rancio di Lecco;CO;013824
21030;H173;;Rancio Valcuvia;Rancio Valcuvia;VA;012115
21020;H174;;Ranco;Ranco;VA;012116
95036;H175;;Randazzo;Randazzo;CT;087038
24020;H176;;Ranica;Ranica;BG;016178
24060;H177;;Ranzanico;Ranzanico;BG;016179
;H178;31/12/1989;;Ranziano;GO;031719
;H179;31/12/1989;;Ranzi Pietra;SV;009713
18020;H180;;Ranzo;Ranzo;IM;008048
;H181;31/12/1989;;Ranzo - Vezzano;TN;022882
63831;H182;;Rapagnano;Rapagnano;FM;109035
16035;H183;;Rapallo;Rapallo;GE;010046
66010;H184;;Rapino;Rapino;CH;069071
53040;H185;;Rapolano Terme;Rapolano Terme;SI;052026
85027;H186;;Rapolla;Rapolla;PZ;076064
85020;H187;;Rapone;Rapone;PZ;076065
13020;H188;;Rassa;Rassa;VC;002110
39030;H189;;Rasen-Antholz;Rasun Anterselva;BZ;021071
;H190;31/12/1989;Oberrasen;Rasun di Sopra;BZ;021767
;H191;31/12/1989;Niederrasen;Rasun di Sotto;BZ;021768
23010;H192;;Rasura;Rasura;SO;014055
;H193;31/12/1989;;Ratecevo in Monte;FU;701721
92029;H194;;Ravanusa;Ravanusa;AG;084031
41017;H195;;Ravarino;Ravarino;MO;036034
33020;H196;;Ravascletto;Ravascletto;UD;030088
;H197;31/12/1989;;Ravellino;CO;013825
84010;H198;;Ravello;Ravello;SA;065104
48100;H199;;Ravenna;Ravenna;RA;039014
33029;H200;;Raveo;Raveo;UD;030089
;H201;31/12/1989;;Ravina;TN;022828
81017;H202;;Raviscanina;Raviscanina;CE;061066
28856;H203;;Re;Re;VB;103060
27040;H204;;Rea;Rea;PV;018119
92010;H205;;Realmonte;Realmonte;AG;084032
33010;H206;;Reana del Rojale;Reana del Rojale;UD;030090
10090;H207;;Reano;Reano;TO;001211
;H208;31/12/1989;;Rebbio;CO;013826
;H209;31/12/1989;;Rebeccu;SS;090703
81020;H210;;Recale;Recale;CE;061067
62019;H211;;Recanati;Recanati;MC;043044
16036;H212;;Recco;Recco;GE;010047
28060;H213;;Recetto;Recetto;NO;003129
36076;H214;;Recoaro Terme;Recoaro Terme;VI;024084
;H215;31/12/1989;;Recorfano;CR;019793
27050;H216;;Redavalle;Redavalle;PV;018120
;H217;31/12/1989;;Redona;BG;016754
46010;H218;;Redondesco;Redondesco;MN;020048
14030;H219;;Refrancore;Refrancore;AT;005089
31020;H220;;Refrontolo;Refrontolo;TV;026065
94017;H221;;Regalbuto;Regalbuto;EN;086016
50066;H222;;Reggello;Reggello;FI;048035
42100;H223;;Reggio Nell'Emilia;Reggio Nell'Emilia;RE;035033
89100;H224;;Reggio di Calabria;Reggio di Calabria;RC;080063
42046;H225;;Reggiolo;Reggiolo;RE;035032
;H226;31/12/1989;;Regina Fittarezza;MI;015860
82020;H227;;Reino;Reino;BN;062056
98070;H228;;Reitano;Reitano;ME;083070
33047;H229;;Remanzacco;Remanzacco;UD;030091
25010;H230;;Remedello;Remedello;BS;017160
;H231;31/12/1989;;Remedello Sopra;BS;017782
;H232;31/12/1989;;Remedello Sotto;BS;017783
20838;H233;;Renate;Renate;MB;108037
;H234;31/12/1989;;Renate Veduggio;MI;015861
87036;H235;;Rende;Rende;CS;078102
39054;H236;;Ritten;Renon;BZ;021072
;H237;31/12/1989;;Rupingrande;TS;032730
31023;H238;;Resana;Resana;TV;026066
;H239;31/12/1989;;Rescalda;MI;015862
20027;H240;;Rescaldina;Rescaldina;MI;015181
;H241;31/12/1989;Reschen;Resia;BZ;021816
33010;H242;;Resia;Resia;UD;030092
80056;H243;;Ercolano;Ercolano;NA;063064
33010;H244;;Resiutta;Resiutta;UD;030093
93010;H245;;Resuttano;Resuttano;CL;085014
27050;H246;;Retorbido;Retorbido;PV;018121
12036;H247;;Revello;Revello;CN;004180
46036;H248;31/12/2017;Revere;Revere;MN;020049
;H249;31/12/1989;;Folas-Revian;TN;022758
14010;H250;;Revigliasco d'Asti;Revigliasco d'Asti;AT;005090
;H251;31/12/1989;;Revigliasco Torinese;TO;001741
;H252;31/12/1989;;Revine;TV;026702
31020;H253;;Revine Lago;Revine Lago;TV;026067
38028;H254;31/12/2019;Rev�;Rev�;TN;022152
22030;H255;;Rezzago;Rezzago;CO;013195
25086;H256;;Rezzato;Rezzato;BS;017161
18026;H257;;Rezzo;Rezzo;IM;008049
16048;H258;;Rezzoaglio;Rezzoaglio;GE;010048
22010;H259;;Val Rezzo;Val Rezzo;CO;013233
;H260;31/12/1989;;Rezzonico;CO;013827
;H261;31/12/1989;;Rhemes;AO;007708
11010;H262;;Rhemes-Notre-Dame;Rhemes-Notre-Dame;AO;007055
11010;H263;;Rhemes-Saint-Georges;Rhemes-Saint-Georges;AO;007056
20017;H264;;Rho;Rho;MI;015182
89040;H265;;Riace;Riace;RC;080064
17020;H266;;Rialto;Rialto;SV;009053
00060;H267;;Riano;Riano;RM;058081
81053;H268;;Riardo;Riardo;CE;061068
92016;H269;;Ribera;Ribera;AG;084033
10080;H270;;Ribordone;Ribordone;TO;001212
89866;H271;;Ricadi;Ricadi;VV;102030
15010;H272;;Ricaldone;Ricaldone;AL;006143
86016;H273;;Riccia;Riccia;CB;070057
47838;H274;;Riccione;Riccione;RN;099013
19020;H275;;Ricc� del Golfo di Spezia;Ricc� del Golfo di Spezia;SP;011023
26010;H276;;Ricengo;Ricengo;CR;019079
84020;H277;;Ricigliano;Ricigliano;SA;065105
;H278;31/12/1989;;Riclaretto;TO;001742
;H279;31/12/1989;Ridnaun;Ridanna;BZ;021770
31039;H280;;Riese Pio X;Riese Pio X;TV;026068
93016;H281;;Riesi;Riesi;CL;085015
02100;H282;;Rieti;Rieti;RI;057059
;H283;31/12/1989;;Rifembergo;GO;031720
39010;H284;;Riffian;Rifiano;BZ;021073
12030;H285;;Rifreddo;Rifreddo;CN;004181
50067;H286;;Rignano Sull'Arno;Rignano Sull'Arno;FI;048036
71010;H287;;Rignano Garganico;Rignano Garganico;FG;071041
00068;H288;;Rignano Flaminio;Rignano Flaminio;RM;058082
33020;H289;;Rigolato;Rigolato;UD;030094
;H290;31/12/1989;;Rigosa;BG;016755
13026;H291;31/12/2017;Rima San Giuseppe;Rima San Giuseppe;VC;002111
13026;H292;31/12/2017;Rimasco;Rimasco;VC;002112
13020;H293;;Rimella;Rimella;VC;002113
47900;H294;;Rimini;Rimini;RN;099014
;H295;31/12/1989;Welschellen;Rina;BZ;021771
;H296;31/12/1989;;Rinco;AL;006727
57039;H297;31/12/2017;Rio Nell'Elba;Rio Nell'Elba;LI;049016
42010;H298;;Rio Saliceto;Rio Saliceto;RE;035034
39037;H299;;M�hlbach;Rio di Pusteria;BZ;021074
00020;H300;;Riofreddo;Riofreddo;RM;058083
09070;H301;;Riola Sardo;Riola Sardo;OR;095043
48025;H302;;Riolo Terme;Riolo Terme;RA;039015
41020;H303;;Riolunato;Riolunato;MO;036035
19017;H304;;Riomaggiore;Riomaggiore;SP;011024
57038;H305;31/12/2017;Rio Marina;Rio Marina;LI;049015
;H306;31/12/1989;M�hlbach (Gais);Rio Molino;BZ;021772
85028;H307;;Rionero in Vulture;Rionero in Vulture;PZ;076066
86087;H308;;Rionero Sannitico;Rionero Sannitico;IS;094039
;H309;31/12/1989;;Riozzo;MI;015863
;H310;31/12/1989;;Ripaberarda;AP;044714
86040;H311;;Ripabottoni;Ripabottoni;CB;070058
85020;H312;;Ripacandida;Ripacandida;PZ;076067
86025;H313;;Ripalimosani;Ripalimosani;CB;070059
26010;H314;;Ripalta Arpina;Ripalta Arpina;CR;019080
26010;H315;;Ripalta Cremasca;Ripalta Cremasca;CR;019081
26010;H316;;Ripalta Guerina;Ripalta Guerina;CR;019082
;H317;31/12/1989;;Ripalta Nuova;CR;019794
;H318;31/12/1989;;Ripalta Vecchia;CR;019795
56046;H319;;Riparbella;Riparbella;PI;050030
66010;H320;;Ripa Teatina;Ripa Teatina;CH;069072
63065;H321;;Ripatransone;Ripatransone;AP;044063
60010;H322;30/06/2014;Ripe;Ripe;AN;042039
62020;H323;;Ripe San Ginesio;Ripe San Ginesio;MC;043045
03027;H324;;Ripi;Ripi;FR;060058
95018;H325;;Riposto;Riposto;CT;087039
12010;H326;;Rittana;Rittana;CN;004182
32020;H327;;Rivamonte Agordino;Rivamonte Agordino;BL;025043
18015;H328;;Riva Ligure;Riva Ligure;IM;008050
13020;H329;31/12/2018;Riva Valdobbia;Riva Valdobbia;VC;002114
38066;H330;;Riva del Garda;Riva del Garda;TN;022153
24060;H331;;Riva di Solto;Riva di Solto;BG;016180
;H332;31/12/1989;Rein;Riva di Tures;BZ;021774
10090;H333;;Rivalba;Rivalba;TO;001213
15010;H334;;Rivalta Bormida;Rivalta Bormida;AL;006144
10040;H335;;Rivalta di Torino;Rivalta di Torino;TO;001214
27055;H336;;Rivanazzano Terme;Rivanazzano Terme;PV;018122
10020;H337;;Riva Presso Chieri;Riva Presso Chieri;TO;001215
10080;H338;;Rivara;Rivara;TO;001216
;H339;31/12/1989;;Rivarolo Ligure;GE;010726
10086;H340;;Rivarolo Canavese;Rivarolo Canavese;TO;001217
26036;H341;;Rivarolo del Re Ed Uniti;Rivarolo del Re Ed Uniti;CR;019083
46017;H342;;Rivarolo Mantovano;Rivarolo Mantovano;MN;020050
15040;H343;;Rivarone;Rivarone;AL;006145
10040;H344;;Rivarossa;Rivarossa;TO;001218
;H345;31/12/1989;;Riva Santo Stefano;IM;008731
13030;H346;;Rive;Rive;VC;002115
33030;H347;;Rive d'Arcano;Rive d'Arcano;UD;030095
85040;H348;;Rivello;Rivello;PZ;076068
;H349;31/12/1989;;Rivera;TO;001743
29029;H350;;Rivergaro;Rivergaro;PC;033038
;H351;31/12/1989;;Riviera d'Adda;BG;016756
33050;H352;30/06/2014;Rivignano;Rivignano;UD;030096
67036;H353;;Rivisondoli;Rivisondoli;AQ;066078
02010;H354;;Rivodutri;Rivodutri;RI;057060
10098;H355;;Rivoli;Rivoli;TO;001219
37010;H356;;Rivoli Veronese;Rivoli Veronese;VR;023062
26027;H357;;Rivolta d'Adda;Rivolta d'Adda;CR;019084
;H358;31/12/1989;;Rivoltella Sul Garda;BS;017784
89016;H359;;Rizziconi;Rizziconi;RC;080065
44030;H360;31/12/2018;Ro;Ro;FE;038020
36010;H361;;Roana;Roana;VI;024085
12010;H362;;Roaschia;Roaschia;CN;004183
12073;H363;;Roascio;Roascio;CN;004184
13040;H364;;Rovasenda;Rovasenda;VC;002122
13060;H365;;Roasio;Roasio;VC;002116
14018;H366;;Roatto;Roatto;AT;005091
10070;H367;;Robassomero;Robassomero;TO;001220
;H368;31/12/1989;;Robbiano;MI;015864
27038;H369;;Robbio;Robbio;PV;018123
;H370;31/12/1989;;Robecchetto;MI;015865
20020;H371;;Robecchetto Con Induno;Robecchetto Con Induno;MI;015183
26010;H372;;Robecco d'Oglio;Robecco d'Oglio;CR;019085
